"ID","gender","age_group","age","edu","work_status","salary_or_ind","no_prof_activity","CSP","region","departement","commune_type","region_uda5","situation_dom","n_pers_dom","maladies1","maladies2","maladies3","maladies4","maladies5","maladies6","maladies7","maladies8","tf_femalemosq","example_dce","choice1","certainty1","choice2","certainty2","choice3","certainty3","choice4","certainty4","choice5","certainty5","choice6","certainty6","choice7","certainty7","choice8","certainty8","choice9","certainty9","choice10","certainty10","exercise_difficulty","freq_prevention","prev_activity1","prev_activity2","prev_activity3","prev_activity4","prev_activity5","prev_activity6","prev_activity7","prev_activity8","prev_activity9","prev_activity_other","eco_products","ac","hist_mborne","confiance_nat","confiance_reg","disease_prob","disease_fear","gmo_mosquito","housing_type","housing_other","langue","precarity","pregnant","dep_children","chronic_dis","freq_bites_cat","freq_bites_num","diet","diet_other","healthinfo1","healthinfo2","healthinfo3","healthinfo4","healthinfo5","healthinfo6","healthinfo_other","count_prev","activity_gouttieres","activity_pieges","activity_vetements","activity_insecticide","activity_moustiquaires","activity_vidage","activity_spirales","activity_repulsif","activity_recipients","mbd_maladie","mbd_know","confiance","threat","place","edu2","precarity2","age_group2","risk","asc_b_mean","b_part2_mean","b_part3_mean","b_part4_mean","b_freq_mean","b_env2_mean","b_env3_mean","b_se2_mean","b_se3_mean"
"1013","Woman","40 to 49",43,"CAP/BEP (ou autre diplôme technique)","Sans activité professionnelle actuelle","","Au chômage","Inactifs","Occitanie","Gard - (30)","Village (<2 000 inhabitants)","South East","En famille","4 personnes","Le chikungunya","La dengue","","","","","","","Je ne sais pas","Non, allez directement aux 10 votes","A",1,"B",10,"B",5,"A",10,"A",10,"A",6,"B",10,"A",10,"B",4,"A",3,4,"Several times a week","Utilisation de moustiquaires (sur les fenêtres)","","","","","","","","","","","Oui","No or unsure",10,10,2,10,1,"Maison individuelle","","No","Yes, sometimes","No","Yes","No","Never or almost never","Never","Omnivore","","Famille","","","","","","",1,"No","No","No","No","Yes","No","No","No","No",2,2,10,6,"Occitanie Village / Zone rurale (moins de 2 000 habitants)","Lower than secondary school","Yes",NA,"High exposure",-2.55085173916084,-2.05952754852404,-1.10772455752277,-1.95239884063622,-0.0313158539145061,0.76779511278664,1.61275194684714,-2.36948033753397,-1.07372237651129
"1014","Woman","40 to 49",49,"Aucun diplôme","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Nouvelle-Aquitaine","Lot-et-Garonne - (47)","Village (<2 000 inhabitants)","South West","Seul","1 personne","La dengue","Le paludisme","Le Zika","Le chikungunya","","","","","Faux","Non, allez directement aux 10 votes","B",4,"B",4,"A",2,"B",5,"B",7,"B",9,"A",8,"B",6,"A",3,"B",9,2,"Several times a week","Le port des vêtements longs, amples et clairs","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","","","","","","","","","","Non","No or unsure",5,5,5,5,7,"Maison individuelle","","No","No, never","No","No","No","Often","5 to 10 times per week","Omnivore","","Professionnels de santé","","","","","","",2,"No","No","Yes","No","No","No","No","No","Yes",4,4,5,5,"Nouvelle-Aquitaine Village / Zone rurale (moins de 2 000 habitants)","Lower than secondary school","No",NA,"High exposure",1.63450187839012,0.912979126526959,0.548023461401392,1.28628473180372,-0.233221927976413,-1.37063194614326,-1.72948073216868,0.904173905093238,-1.29248191925483
"1015","Man","40 to 49",49,"Bac+3/4 (Licence, Maîtrise)","Cadre ou profession libérale (cadre supérieur, cadre de direction, catégorie A de la fonction publique)","Salarié(e)","","CSP+","Ile-de-France","Essonne - (91)","Small town (between 2.000 and 20.000 inhabitants)","Paris region","En couple","3 personnes","La dengue","Le paludisme","Le Zika","Le chikungunya","","","","","Faux","Oui, montrez-moi un exemple","A",7,"A",4,"A",7,"B",8,"B",6,"B",8,"B",7,"B",7,"B",5,"B",7,8,"A few times","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Usage des répulsifs cutanés","","","","","","","","","Non","Non","No or unsure",7,6,5,6,8,"Maison individuelle","","No","No, never","","No","No","Sometimes","1 to 5 times per week","Omnivore","","Professionnels de santé","","","","","","",2,"No","No","No","No","No","No","No","Yes","Yes",4,4,6.5,5.5,"Ile-de-France Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",0.601950088099322,0.224306251817535,-0.0266383879818485,-0.534151887621259,-0.430938339148528,-3.91049596472664,-2.2354303018435,-0.121580788276093,-1.1600708928906
"1016","Woman","30 to 39",38,"Bac+2 (BTS ou autre)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Bourgogne-Franche-Comté","Saône-et-Loire - (71)","Medium-sized city (between 20 000 and 100 000 inhabitants)","North East","En famille","4 personnes","Le chikungunya","La dengue","","","","","","","Faux","Non, allez directement aux 10 votes","A",8,"B",8,"A",8,"B",8,"B",8,"B",8,"A",8,"B",8,"B",8,"B",8,1,"Several times a week","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Usage de bougies et/ou de spirales anti-moustiques","Le port des vêtements longs, amples et clairs","Utilisation de moustiquaires (sur les fenêtres)","Usage des pièges à moustiques","Usage des répulsifs cutanés","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","L’entretien des gouttières pour faciliter le bon écoulement des eaux","","Oui","Oui","No or unsure",8,8,2,2,6,"Maison individuelle","","No","No, never","No","Yes","No","Sometimes","1 to 5 times per week","Reduced-meat diet","","Les médias (journaux, magazines, télévision, radio)","Vos amis, voisins ou autres sources communautaires","Professionnels de santé","","","","",9,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",2,2,8,2,"Bourgogne-Franche-Comté Ville (entre 20 000 et 100 000 habitants)","2–4 years beyond secondary school","No",NA,"Medium exposure",1.0372278758586,0.162787393186464,-0.0545244018626583,-0.0414653178107304,-0.628707719816353,-2.55750521040189,-1.73254653867686,0.481446045746696,-0.749569878833368
"1017","Woman","50 to 59",59,"Bac+2 (BTS ou autre)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Grand Est","Bas-Rhin - (67)","Small town (between 2.000 and 20.000 inhabitants)","North East","En couple","2 personnes","La dengue","Le chikungunya","Le paludisme","Le Zika","","","","","Faux","Oui, montrez-moi un exemple","A",5,"B",5,"A",7,"B",5,"B",5,"B",7,"B",7,"A",5,"A",5,"B",5,5,"A few times","Utilisation de moustiquaires (sur les fenêtres)","Usage de bougies et/ou de spirales anti-moustiques","L’entretien des gouttières pour faciliter le bon écoulement des eaux","Le rangement des récipients divers (les seaux, le matériel de jardinage, les jouets, etc.) à l’abri de la pluie pour éviter l’eau stagnante","","","","","","","Oui","Non","No or unsure",5,5,5,5,5,"Maison individuelle","","No","Yes, sometimes","No","No","No","Never or almost never","Never","Omnivore","","Professionnels de santé","Votre propre recherche par internet","","","","","",4,"Yes","No","No","No","Yes","No","Yes","No","Yes",4,4,5,5,"Grand Est Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","2–4 years beyond secondary school","Yes",NA,"High exposure",-0.874113627987811,0.234176936481367,1.13089074079486,-0.0914617031804837,-0.159889395488407,-2.24308426438971,-0.774508917790084,-1.38809663805205,-2.88532540274736
"1018","Man","50 to 59",50,"Bac (général, pro et technologique)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Provence-Alpes-Côte d'Azur","Alpes-Maritimes - (6)","Medium-sized city (between 20 000 and 100 000 inhabitants)","South East","Seul","2 personnes","Le paludisme","","","","","","","","Vrai","Non, allez directement aux 10 votes","A",6,"A",7,"B",7,"A",7,"B",5,"B",6,"B",6,"A",8,"A",7,"B",7,6,"Several times a week","Utilisation de moustiquaires (sur les fenêtres)","","","","","","","","","","","Oui","No or unsure",6,7,6,7,7,"Appartement","","Yes","Yes, sometimes","","Yes","No","Sometimes","Less than once a week","Reduced-meat diet","","Famille","Professionnels de santé","","","","","",1,"No","No","No","No","Yes","No","No","No","No",1,1,6.5,6.5,"Provence-Alpes-Côte d'Azur Ville (entre 20 000 et 100 000 habitants)","Equal to secondary school","Yes",NA,"High exposure",-0.597870637916306,0.0306690294849625,0.466910162465164,-0.585474224083471,-0.279156343612436,-1.02195864634488,-0.520270467743099,-0.169039420187773,-0.905688958524101
"1019","Man","30 to 39",31,"Bac+5 (Master, écoles d'ingénieurs, écoles d'arts, DEA, DESS, etc.)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Bretagne","Ille-et-Vilaine - (35)","Small town (between 2.000 and 20.000 inhabitants)","North West","En famille","6 personnes ou plus","La dengue","Le Zika","Le paludisme","Le chikungunya","","","","","Je ne sais pas","Non, allez directement aux 10 votes","B",8,"B",7,"A",7,"B",7,"B",9,"B",6,"A",6,"B",8,"A",7,"B",8,2,"Never","","","","","","","","","","","","Non","No or unsure",6,6,5,6,7,"Maison individuelle","","Yes","No, never","","Yes","No","Never or almost never","Never","Omnivore","","Les médias (journaux, magazines, télévision, radio)","Famille","Professionnels de santé","","","","",0,"No","No","No","No","No","No","No","No","No",4,4,6,5.5,"Bretagne Ville de taille moyenne (entre 2 000 et moins de 20 000 habitants)","5 or more years beyond secondary school","No",NA,"Low exposure",1.61310286520371,0.926251157145965,0.579190591493623,1.24864355413288,-0.237020595500542,-1.44698731433481,-1.78273072725319,0.882305896473936,-1.35607599265537
"1020","Man","70 to 79",76,"Bac+3/4 (Licence, Maîtrise)","Retraité(e)","","","Inactifs","Hauts-de-France","Nord - (59)","Village (<2 000 inhabitants)","North East","En couple","2 personnes","Le chikungunya","La dengue","Le paludisme","","","","","","Faux","Oui, montrez-moi un exemple","A",2,"A",2,"A",2,"B",2,"B",2,"A",2,"A",2,"A",2,"A",2,"A",2,9,"Never","","","","","","","","","","","","Non","No or unsure",1,1,1,1,5,"Maison individuelle","","No","No, never","","No","No","Never or almost never","Never","Omnivore","","Professionnels de santé","","","","","","",0,"No","No","No","No","No","No","No","No","No",3,3,1,1,"Hauts-de-France Village / Zone rurale (moins de 2 000 habitants)","2–4 years beyond secondary school","No",NA,"Low exposure",-0.154624358225841,1.24628290423908,1.06478316207202,0.734839131755901,0.161701122639043,-0.844130192808256,-0.604769869555044,1.14566813683983,0.688868067287857
"1021","Woman","18 to 29",23,"Bac+3/4 (Licence, Maîtrise)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Occitanie","Pyrénées-Orientales - (66)","Medium-sized city (between 20 000 and 100 000 inhabitants)","South East","En couple","2 personnes","Le chikungunya","Le paludisme","La dengue","","","","","","Faux","Non, allez directement aux 10 votes","A",3,"B",8,"A",10,"B",10,"B",10,"B",10,"B",10,"B",10,"A",2,"B",9,3,"A few times","Usage de bougies et/ou de spirales anti-moustiques","Usage des répulsifs cutanés","","","","","","","","","Oui","Non","No or unsure",8,8,6,6,7,"Maison mitoyenne","","Yes","No, never","No","No","No","Often","1 to 5 times per week","Reduced-meat diet","","Professionnels de santé","Votre propre recherche par internet","","","","","",2,"No","No","No","No","No","No","Yes","Yes","No",3,3,8,6,"Occitanie Ville (entre 20 000 et 100 000 habitants)","2–4 years beyond secondary school","No",NA,"High exposure",1.3281836346427,0.960287807676741,0.843724812757774,1.18065231085785,-0.289929850054949,-3.21790926175097,-2.26357608779546,0.0468225784869253,-2.09399436136405
"1022","Woman","18 to 29",24,"Bac+5 (Master, écoles d'ingénieurs, écoles d'arts, DEA, DESS, etc.)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Hauts-de-France","Nord - (59)","Large city (>100 000 inhabitants)","North East","En couple","2 personnes","Le Zika","","","","","","","","Faux","Non, allez directement aux 10 votes","A",8,"B",8,"A",8,"A",9,"A",9,"A",9,"A",8,"B",8,"A",8,"A",8,8,"Several times a week","Le port des vêtements longs, amples et clairs","","","","","","","","","","","Non","No or unsure",9,8,9,10,7,"Appartement","","No","No, never","No","No","No","Sometimes","1 to 5 times per week","Vegetarian","","Professionnels de santé","","","","","","",1,"No","No","Yes","No","No","No","No","No","No",1,1,8.5,9.5,"Hauts-de-France Grande ville (plus de 100 000 habitants)","5 or more years beyond secondary school","No",NA,"Low exposure",0.0622741511776041,-0.45797031205109,-1.04656944576059,0.427143919686684,0.274421753640182,0.726075978789395,0.0224451816839712,0.275221331618777,0.439743763914029
"1023","Woman","30 to 39",35,"Bac+5 (Master, écoles d'ingénieurs, écoles d'arts, DEA, DESS, etc.)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Ile-de-France","Essonne - (91)","Medium-sized city (between 20 000 and 100 000 inhabitants)","Paris region","En famille","4 personnes","Le Zika","","","","","","","","Je ne sais pas","Oui, montrez-moi un exemple","A",7,"B",7,"B",6,"A",6,"A",5,"B",6,"A",6,"B",6,"B",6,"A",6,6,"Several times a week","Usage des répulsifs cutanés","Utilisation de moustiquaires (sur les fenêtres)","Le vidage régulier ou la suppression des coupelles sous les pots de fleurs, vases (ou le remplissage avec de sable afin de conserver l’humidité sans qu’il y ait d’eau stagnante)","Usage des pièges à moustiques","","","","","","","Oui","Oui","No or unsure",7,7,5,7,6,"Appartement","","Yes","Yes, sometimes","No","Yes","No","Often","1 to 5 times per week","Omnivore","","Réseaux sociaux (Facebook, X [ex Twitter], Instagram, WhatsApp)","Les médias (journaux, magazines, télévision, radio)","Vos amis, voisins ou autres sources communautaires","Famille","Professionnels de santé","Votre propre recherche par internet","",4,"No","Yes","No","No","Yes","Yes","No","Yes","No",1,1,7,6,"Ile-de-France Ville (entre 20 000 et 100 000 habitants)","5 or more years beyond secondary school","Yes",NA,"Medium exposure",-0.458885281164413,-1.77866456381688,-1.94233823496927,-1.38440105304348,-0.290507303091154,0.508684849074014,0.32581991200296,-0.597199241207766,0.192040878993665
"1024","Woman","40 to 49",46,"Bac (général, pro et technologique)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Bourgogne-Franche-Comté","Saône-et-Loire - (71)","Village (<2 000 inhabitants)","North East","En famille","3 personnes","Le paludisme","Le Zika","La dengue","Le chikungunya","","","","","Faux","Non, allez directement aux 10 votes","A",1,"A",5,"A",8,"B",1,"B",8,"B",8,"B",5,"B",8,"B",1,"B",8,1,"A few times","Usage des répulsifs cutanés","","","","","","","","","","Oui","Non","No or unsure",1,8,5,5,5,"Maison individuelle","","No","Yes, often","No","No","No","Sometimes","1 to 5 times per week","Reduced-meat diet","","Professionnels de santé","Votre propre recherche par internet","","","","","",1,"No","No","No","No","No","No","No","Yes","No",4,4,4.5,5,"Bourgogne-Franche-Comté Village / Zone rurale (moins de 2 000 habitants)","Equal to secondary school","Yes",NA,"Medium exposure",0.619373445093789,0.243775599186539,-0.017321429024508,-0.493151354229353,-0.419721408063182,-3.88808762204034,-2.22724963536212,-0.106345567078708,-1.17441504432469
"1025","Man","40 to 49",41,"Bac+3/4 (Licence, Maîtrise)","Ouvrier(e)","Salarié(e)","","CSP-","Normandie","Seine-Maritime - (76)","Large city (>100 000 inhabitants)","North West","Seul","1 personne","La dengue","Le paludisme","Le Zika","Le chikungunya","","","","","Faux","Non, allez directement aux 10 votes","A",6,"B",2,"A",4,"B",1,"B",7,"B",7,"B",5,"B",8,"B",2,"B",4,1,"Never","","","","","","","","","","","","Non","No or unsure",1,1,5,1,6,"Appartement","","No","No, never","","No","No","Never or almost never","Never","Omnivore","","Votre propre recherche par internet","","","","","","",0,"No","No","No","No","No","No","No","No","No",4,4,1,3,"Normandie Grande ville (plus de 100 000 habitants)","2–4 years beyond secondary school","No",NA,"Low exposure",0.693156388133238,0.0313334374877807,0.195868299521179,-0.250428101642006,-0.614416605356451,-3.88057268823032,-2.11352229455124,-0.742900621426117,-2.31369673581022
"1026","Woman","18 to 29",29,"Bac+3/4 (Licence, Maîtrise)","Employé(e), Agent de la fonction publique (catégorie C)","Salarié(e)","","CSP-","Auvergne-Rhône-Alpes","Ardèche - (7)","Village (<2 000 inhabitants)","South East","En famille","3 personnes","Le paludisme","Le chikungunya","La dengue","Le Zika","","","","","Faux","Non, allez directement aux 10 votes","A",1,"B",1,"B",9,"B",6,"B",9,"B",9,"B",9,"B",4,"B",4,"B",4,9,"A few times","Le port des vêtements longs, amples et clairs","Usage de bougies et/ou de spirales anti-moustiques","L’application d’insecticides (ou la fumigation) à l'intérieur ou à l'extérieur de la maison","Utilisation de moustiquaires (sur les fenêtres)","Usage des répulsifs cutanés","","","","","","Oui","Non","No or unsure",5,6,3,8,3,"Maison individuelle","","No","No, never","No","Yes","No","Sometimes","Less than once a week","Omnivore","","Professionnels de santé","","","","","","",5,"No","No","Yes","Yes","Yes","No","Yes","Yes","No",4,4,5.5,5.5,"Auvergne-Rhône-Alpes Village / Zone rurale (moins de 2 000 habitants)","2–4 years beyond secondary school","No",NA,"High exposure",0.73972034424131,-0.180071407063975,0.0944426490817566,-0.175479993777122,-0.772159927057373,-2.64621437708915,-1.45207373187445,-0.4336351249309,-1.46197418260192
"1027","Woman","30 to 39",37,"Bac+2 (BTS ou autre)","Profession intermédiaire (technicien(ne), contremaitre, agent de maitrise, catégorie B de la fonction publique)","Salarié(e)","","CSP+","Bourgogne-Franche-Comté","Côte-d'or - (21)","Large city (>100 000 inhabitants)","North East","Seul","1 personne","Le chikungunya","Le paludisme","La dengue","Le Zika","","","","","Faux","Oui, montrez-moi un exemple","B",5,"A",5,"A",5,"A",5,"A",5,"A",5,"B",5,"A",5,"B",5,"B",5,4,"Never","","","","","","","","","","","","Non","No or unsure",7,7,6,6,5,"Appartement","","No","Yes, sometimes","No","No","No","Often","1 to 5 times per week","Reduced-meat diet","","Professionnels de santé","","","","","","",0,"No","No","No","No","No","No","No","No","No",4,4,7,6,"Bourgogne-Franche-Comté Grande ville (plus de 100 000 habitants)","2–4 years beyond secondary school","Yes",NA,"High exposure",-2.38858534997008,-1.84353331768225,-1.32042283078498,-2.42807951148102,0.172091539442889,-0.213790548560645,0.776204600626577,-2.14211835595951,-1.47319259948753
